posted,neighborhood,post title,num_bedrooms,sqft,URL,price
2022-06-13 19:38:00,East Vancouver,2 bedroom garden suite,2.0,550.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-garden-suite/7496254627.html,2400
2022-06-13 19:36:00,Coquitlam,Above ground basement suite 2 bedrooms 2 bathrooms,2.0,1100.0,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-above-ground/7495428845.html,2500
2022-06-13 19:36:00,Coquitlam,Upstairs suite 3 bedrooms 1 bathroom,3.0,,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-upstairs-suite/7495430889.html,3300
2022-06-13 19:35:00,Burnaby,(ORCA_REF#3790E) ***Charming 3 Bed/3 Bath Heritage Home,3.0,3215.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-orcaref3790e-charming-bed-bath/7495435760.html,4750
2022-06-13 19:33:00,Vancouver,Bachelor Apt. -  August 1st,,500.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bachelor-apt-august-1st/7496253403.html,1400
2022-06-13 19:31:00,West Vancouver,2 bedroom Westmount  West vancouver,2.0,1000.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-bedroom-westmount-west/7496252890.html,2600
2022-06-13 19:30:00,Langley,"Junior 2 bed, 2 bath Condo (202/84)",2.0,760.0,https://vancouver.craigslist.org/rds/apa/d/langley-township-northwest-junior-bed/7496252653.html,2200
2022-06-13 19:27:00,Coquitlam,Great Two Bedroom Condo for Rent in Coquitlam Centre Area,2.0,840.0,https://vancouver.craigslist.org/pml/apa/d/coquitlam-great-two-bedroom-condo-for/7493757472.html,2300
2022-06-13 19:27:00,Vancouver,Spacious 2 bed 2 bath apartment in Surrey Centre for rent,2.0,900.0,https://vancouver.craigslist.org/rds/apa/d/surrey-spacious-bed-bath-apartment-in/7494627135.html,2650
2022-06-13 19:27:00,Vancouver,Two Bedrooms Condo For Rent in Vancouver Joyce Near Boundary,2.0,830.0,https://vancouver.craigslist.org/van/apa/d/vancouver-two-bedrooms-condo-for-rent/7492989287.html,2500
2022-06-13 19:27:00,Surrey,Whole house for Rent in Surrey Fleetwood,3.0,2150.0,https://vancouver.craigslist.org/rds/apa/d/surrey-whole-house-for-rent-in-surrey/7493252772.html,3680
2022-06-13 19:27:00,Burnaby,"Lumina Starling tower in the heart of Brentwood 1 Bedroom, No Parking",1.0,550.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-lumina-starling-tower-in-the/7496251927.html,2100
2022-06-13 19:24:00,Tricities,Beautifully Home/House For Rent In a PRIME Pitt Meadows Location,3.0,1759.0,https://vancouver.craigslist.org/pml/apa/d/pitt-meadows-beautifully-home-house-for/7494325446.html,3295
2022-06-13 19:24:00,Vancouver,Cozy Upper Level Home,2.0,980.0,https://vancouver.craigslist.org/van/apa/d/vancouver-cozy-upper-level-home/7496251263.html,2800
2022-06-13 19:20:00,Richmond,2700ft Single House near No.4 Rd & Francis,4.0,,https://vancouver.craigslist.org/rch/apa/d/richmond-2700ft-single-house-near-no4/7496250168.html,4500
2022-06-13 19:19:00,Vancouver,Large Renovated 1 Bedroom in Great Location,1.0,800.0,https://vancouver.craigslist.org/van/apa/d/vancouver-large-renovated-bedroom-in/7496250073.html,2550
2022-06-13 19:19:00,Vancouver,Furnished - CHARACTER & MODERN - LAUNDRY - dishwasher - KITSILANO,1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-character-modern/7491331477.html,3500
2022-06-13 19:19:00,Vancouver,"""Cambie Village"" - character - Laundry-Bright - UBC - TOP FLOOR",1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-cambie-village-character/7487525169.html,2800
2022-06-13 19:19:00,Vancouver,QUIET-CLEAN-BRIGHT-DISHWASHER-STORAGE-BALCONY-RENOVATED,1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-quiet-clean-bright-dishwasher/7491522085.html,1950
2022-06-13 19:19:00,Coquitlam,Coquitlam Westwood Plateau 5bed 5bath Single House for Rent,5.0,5140.0,https://vancouver.craigslist.org/pml/apa/d/coquitlam-coquitlam-westwood-plateau/7494334979.html,5100
2022-06-13 19:19:00,Vancouver,FURNISHED - CHARACTER-DISHWASHER-LAUNDRY-WOOD FLOORS-UBC-Renovated,1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-character/7491105652.html,3500
2022-06-13 19:19:00,Richmond,Richmond Granville 5 bed 2 bath house  for rent,5.0,2100.0,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-granville-bed-bath/7495055781.html,0
2022-06-13 19:19:00,Vancouver,TOP FLOOR - dishwasher - PARKING - laundry - BALCONY - renovated-QUIET,1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-top-floor-dishwasher-parking/7490126456.html,2500
2022-06-13 19:19:00,Vancouver,"""Cambie Village"" - BIG SUITE - character - Laundry -wood floors-Bright",1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-cambie-village-big-suite/7487119802.html,2400
2022-06-13 19:19:00,Surrey,Lovely 1 bed 1 bath condo,1.0,587.0,https://vancouver.craigslist.org/rds/apa/d/surrey-lovely-bed-bath-condo/7496249979.html,1500
2022-06-13 19:19:00,Vancouver,FURNISHED - CHARACTER-DISHWASHER-LAUNDRY-WOOD FLOORS-UBC-Renovated,1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-character/7491108891.html,3500
2022-06-13 19:18:00,Surrey,UNFURNISHED  1 BED + 1 BATH + 1 PARKING IN SURREY,1.0,550.0,https://vancouver.craigslist.org/rds/apa/d/surrey-unfurnished-bed-bath-parking-in/7496249876.html,1900
2022-06-13 19:18:00,Vancouver,DELUXE furnished super gem at HOTEL GEORGIA,2.0,1011.0,https://vancouver.craigslist.org/van/apa/d/vancouver-deluxe-furnished-super-gem-at/7496248107.html,6500
2022-06-13 19:18:00,Vancouver,2 Bedroom Penthouse with private roof deck,2.0,1002.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-penthouse-with/7496249680.html,4200
2022-06-13 19:08:00,North Vancouver,"$2,500 / 2br - 908ft2 - Bright Garden Level Suite - 2 Bed 1 Bath + in",2.0,908.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-br-908ft2-bright-garden/7489179625.html,2500
2022-06-13 19:08:00,Coquitlam,"☎☎☎   NEW, Ground Patio,  Burquitlam Skytrain",2.0,724.0,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-new-ground-patio-burquitlam/7491815687.html,2460
2022-06-13 18:58:00,Vancouver,"1 Bedroom + Den, 3 Minute Walk to Joyce Station",1.0,660.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-den-minute-walk-to/7491884989.html,2100
2022-06-13 18:57:00,Richmond,"3 Bedroom 2 Bath Single House, Gilbert & Blundell",3.0,1828.0,https://vancouver.craigslist.org/rch/apa/d/richmond-bedroom-bath-single-house/7493171879.html,3700
2022-06-13 18:52:00,Surrey,Above ground 2 bedroom suite,2.0,,https://vancouver.craigslist.org/rds/apa/d/delta-above-ground-bedroom-suite/7492713266.html,1600
2022-06-13 18:50:00,Coquitlam,4 Rent Well Maintained Fairly New 2 Bedroom Basement Suite Coquitlam,2.0,,https://vancouver.craigslist.org/pml/apa/d/coquitlam-north-rent-well-maintained/7496242608.html,2000
2022-06-13 18:46:00,Surrey,2 bedroom over ground basement suit near Scott Road Skytrain,2.0,,https://vancouver.craigslist.org/rds/apa/d/surrey-outer-northwest-bedroom-over/7496241631.html,0
2022-06-13 18:46:00,Surrey,"Interlink Realty-3 Bed, 1 Bath, lower floor in Surrey Ref:10257L",3.0,1000.0,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-interlink-realty/7495372324.html,1700
2022-06-13 18:45:00,Vancouver,VANCOUVER FRASER CEDAR COTTAGE - GARDEN LEVEL 2-ROOMS+Flex,2.0,1015.0,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-fraser-cedar/7496241375.html,2650
2022-06-13 18:45:00,Richmond,"10691 Rosecroft Crescent, Richmond, BC",4.0,2700.0,https://vancouver.craigslist.org/rch/apa/d/richmond-south-rosecroft-crescent/7496241216.html,4950
2022-06-13 18:40:00,Surrey,Surrey (152st & Hw10) Newly renovated basement 2 bedroom 1 bath,2.0,1040.0,https://vancouver.craigslist.org/rds/apa/d/surrey-surrey-152st-hw10-newly/7496238699.html,1800
2022-06-13 18:37:00,Vancouver,2BED/2BATH Ocean Mountain Views at SFU Peak!,2.0,900.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2bed-2bath-ocean-mountain-views/7494152375.html,2995
2022-06-13 18:37:00,Hope,3+DEN/3BA Amazing Mountain 27ACRES in Hope,3.0,3200.0,https://vancouver.craigslist.org/rds/apa/d/hope-3den-3ba-amazing-mountain-27acres/7494149814.html,2900
2022-06-13 18:37:00,Burnaby,2BED/2BATH Ocean Mountain Views at SFU Peak!,2.0,900.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2bed-2bath-ocean-mountain-views/7489251920.html,2995
2022-06-13 18:36:00,Vancouver,One Bedroom+Den,1.0,,https://vancouver.craigslist.org/nvn/apa/d/vancouver-one-bedroomden/7492839523.html,2595
2022-06-13 18:36:00,North Vancouver,Apartment with Hardwood Floors,1.0,,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-apartment-with-hardwood/7494619374.html,1685
2022-06-13 18:36:00,North Vancouver,Apartment with Hardwood Floors,1.0,,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-apartment-with-hardwood/7492500534.html,1785
2022-06-13 18:33:00,Richmond,Nice 2-bed 2-bath condo in Richmond for rent,2.0,880.0,https://vancouver.craigslist.org/rch/apa/d/richmond-nice-bed-bath-condo-in/7490715554.html,2800
2022-06-13 18:30:00,Vancouver,Amazing 2 bed / 1 bath 900sqft Laneway house,2.0,900.0,https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-bed-bath-900sqft/7489012196.html,3500
2022-06-13 18:29:00,Surrey,Bright 2B 1B Basement,2.0,900.0,https://vancouver.craigslist.org/rds/apa/d/surrey-bright-2b-1b-basement/7496237092.html,1600
2022-06-13 18:29:00,Coquitlam,Burke Mountain large Townhouse with detached garage,4.0,2034.0,https://vancouver.craigslist.org/pml/apa/d/coquitlam-burke-mountain-large/7496236900.html,4400
2022-06-13 18:28:00,West Vancouver,(ORCA_REF#598S)Stunning & Luxurious Furnished Home with Swimming Pool,4.0,4934.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-north/7495422891.html,13500
2022-06-13 18:27:00,Vancouver,(ORCA_REF#375W)Luxury Unfurnished 3Bed/3Bath Penthouse @ Oakridge Mall,3.0,1300.0,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref375wluxury-unfurnished/7495421453.html,5200
2022-06-13 18:26:00,North Vancouver,(ORCA_REF#1214C)***Stunning Custom Built 4 bed/5 bath in Calverhall,4.0,3800.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref1214cstunning/7495073970.html,12500
2022-06-13 18:26:00,Tricities,Located in Coquitlam: 4Bed+4Bath Partial House - Up & Down Stairs,4.0,3636.0,https://vancouver.craigslist.org/pml/apa/d/coquitlam-located-in-coquitlam/7495317798.html,6150
2022-06-13 18:26:00,Vancouver,Great Location in the Heart of Downtown Vancouver: 2Bed + 2Bath Condo,2.0,982.0,https://vancouver.craigslist.org/van/apa/d/vancouver-great-location-in-the-heart/7495319187.html,3500
2022-06-13 18:26:00,Room Share,"Located in WestVancouver: 1 Bed, 1Bath w/ Mountain & Ocean View",1.0,1365.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-located-in-westvancouver/7493266173.html,1300
2022-06-13 18:25:00,Delta,"Social room, Elevator (in one building), Brand new blinds",2.0,803.0,https://vancouver.craigslist.org/rds/apa/d/white-rock-social-room-elevator-in-one/7493657073.html,2750
2022-06-13 18:23:00,Vancouver,(ORCA_REF#3804C)Amazing 4 br/4bth House in Desirable Vancouver Heights,4.0,2900.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-orcaref3804camazing-br-4bth/7495073319.html,4950
2022-06-13 18:23:00,Coquitam,2 bedroom suite West Coquitlam,2.0,1000.0,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-north-bedroom-suite-west/7496235107.html,1895
2022-06-13 18:22:00,Vancouver,(ORCA_REF#1277N)***Gorgeous 2 Bed/2Bath at the Jetson,2.0,948.0,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref1277ngorgeous-bed/7495073277.html,3400
2022-06-13 18:21:00,Horseshoe Bay,(ORCA_REF#6437N)Spacious Furnished 1 bedroom/1Bath suite,1.0,500.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref6437nspacious/7495073239.html,1800
2022-06-13 18:21:00,Glenmore,(ORCA_REF#625B)***Gorgeous 5 Bedroom /3.5 Bathroom Home,5.0,4192.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref625bgorgeous/7495072110.html,8900
2022-06-13 18:20:00,West Vancouver,"(ORCA_REF#5417G)Californian Inspired brand-new 5 bedroom, 7 bathroom",5.0,5576.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref5417gcalifornian/7495072079.html,22000
2022-06-13 18:19:00,Vancouver,(ORCA_REF#D)***Exquisite Luxury Home with 6 bedrooms/10bathrooms,6.0,15155.0,https://vancouver.craigslist.org/van/apa/d/vancouver-orcarefdexquisite-luxury-home/7495072052.html,35000
2022-06-13 18:18:00,East Vancouver,Nice Garden Suite in a Total Renovated Vancouver Special!!!!!!!!!!!!,2.0,1115.0,https://vancouver.craigslist.org/van/apa/d/vancouver-nice-garden-suite-in-total/7496230030.html,2500
2022-06-13 18:16:00,Vancouver,Full House for rent in Hastings-Sunrise area,5.0,2776.0,https://vancouver.craigslist.org/van/apa/d/vancouver-full-house-for-rent-in/7490103822.html,5800
2022-06-13 18:16:00,North Vancouver,(ORCA_REF#446K)***Beautiful 3 bed Plus Den House in the Central ***,3.0,2400.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref446kbeautiful/7495072029.html,5500
2022-06-13 18:16:00,Vancouver,(ORCA_REF#14-1388)Fairview 2 bed beauty! GREAT LOCATION!,2.0,800.0,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref-fairview-bed-beauty/7495072000.html,2875
2022-06-13 18:15:00,North Vancouver,(ORCA_REF#2203-138)***Stunning 2 Bed/2 Bath Condo with amazing view,2.0,1243.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref-stunning-bed/7495070906.html,6500
2022-06-13 18:13:00,Horseshoe Bay,(ORCA_REF#6699)Exquisite 2br/2bth Luxury Condo at Horseshoe Bay,2.0,1050.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref6699exquisite-2br/7495070849.html,4200
2022-06-13 18:13:00,Gibsons,Cottage By The Stream/FP/Trails/Firepit,2.0,2000.0,https://vancouver.craigslist.org/nvn/apa/d/gibsons-cottage-by-the-stream-fp-trails/7496230035.html,695
2022-06-13 18:12:00,West Vancouver,(ORCA_REWF#620)***Spacious 1 Bed/1.5 Bath Garden Suite,1.0,923.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcarewf620spacious-bed/7495070936.html,2650
2022-06-13 18:11:00,Dundarave,(ORCA_REF#2384N)Luxurious 4 bed 6 bath property with ocean view,4.0,4700.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref2384nluxurious/7496231672.html,15000
2022-06-13 18:11:00,Altamont,(ORCA_REF#2958M)Furnished Exquisite Luxury Home with 7bedrooms/10bath,7.0,9700.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref2958mfurnished/7496231535.html,25000
2022-06-13 18:10:00,Caulfeild,(ORCA_REF#4742C)4 bedroom Luxury family home,4.0,4000.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref4742c4-bedroom/7496231328.html,10000
2022-06-13 18:10:00,Vancouver,SheratonWall Centre 2 Bed+2 Bath+Balcony+ Parking+ Storage,2.0,900.0,https://vancouver.craigslist.org/van/apa/d/vancouver-sheratonwall-centre-bed2/7496231193.html,3500
2022-06-13 18:09:00,Vancouver,(ORCA_REF#101-3479)Stunning & Spacious 1 Bed/1 Bath Plus Den,1.0,679.0,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref-stunning-spacious-bed/7496231109.html,2690
2022-06-13 18:09:00,Burnaby,PET FRIENDLY 3BEDROOM ENTIRE HOUSE IN CONVENIENT HIGHGATE BURNABY NEIGHBOUR,3.0,1930.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-pet-friendly-3bedroom-entire/7489999458.html,2850
2022-06-13 18:09:00,Delta,BRIGHT 4BED 3BATH TOWNHOUSE AT THE SEASIDE,4.0,1636.0,https://vancouver.craigslist.org/rds/apa/d/tsawwassen-bright-4bed-3bath-townhouse/7494524786.html,3800
2022-06-13 18:09:00,Richmond,AIR CONDITIONED 3BED 2BATH PLUS DEN UNIT WITH LARGE PATIO SPACE!!!,3.0,1275.0,https://vancouver.craigslist.org/rch/apa/d/richmond-air-conditioned-3bed-2bath/7491909847.html,3850
2022-06-13 18:07:00,Surrey,2 bed 1 bath suite,2.0,800.0,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-bath-suite/7496230483.html,1300
2022-06-13 18:03:00,Vancouver,(ORCA_REF#2172)Private 2 Bed/1.5 Bath Laneway House,2.0,950.0,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref2172private-bed-15/7496229212.html,2900
2022-06-13 18:03:00,Kerrisdale,(ORCA_REF#711-1571)A MUST SEE Shannon Wall Residential Vancouver!! -,2.0,805.0,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref-must-see-shannon-wall/7496229087.html,2950
2022-06-13 18:02:00,Pemberton,(ORCA_REF#213-2060C) *Brand New Luxury 2 Bed + Den / 2 Bath Townhome,2.0,1170.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref-brand-new/7496228515.html,4900
2022-06-13 18:02:00,Glenmore,(ORCA_REF#558C)Magnificent 5 Bed/7 Bath Home in Sought After Glenmore,5.0,6896.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref558cmagnificent/7496228766.html,20000
2022-06-13 18:01:00,Marpole,2 Bedroom - July 1,2.0,700.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-july/7496227888.html,1750
2022-06-13 17:53:00,Coquitlam,Ground Floor Garden Suite,1.0,700.0,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-ground-floor-garden-suite/7495195463.html,1275
